,content,class
245,1 . 负责 介绍 及 销售 门市 商品 。 2 . 提供 顾客 之 接待 与 需求 服务 （ 如 ： 电话 谘询 、 调货 、 修改 、 包装 及 退换货 处理 ） 。 3 . 负责 商品 进货 入库 、 销售 管理 及 库存 管理 。 4 . 负责 商品 包装 、 陈列 及 促销品 换档 工作 。 5 . 维持 店柜 週遭 之 整洁 。 6 . 输入 、 处理 并 追踪 客户 订单 ， 并 将 订单 资料 存档 备份 。 7 保持 与 客户 间 之 联系 ， 回覆 e - mail ， 并 确认 交货期 。 8 提供 出货 文件 ， 协助 业务人员 控管 出货 ， 并 处理 进出口 事宜 。 9 定期 提供 业务 销售 状况 报表 ， 以供 业务人员 或 主管 参考 。 10 协助 业务人员 处理 销售业务 相关 之 公司 内部 行政 作业 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 不拘 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 重型 机车 、 普通 小型车 其他 条件 ： 对 通讯 行业 有 兴趣 . 或有 经验 . 男 . 女 不拘 . 女性 更佳,4
246,1 . 规划 并 确保 各 施工 阶段 之 可行性 与 安全性 无虞 、 与 施工者 协商 ， 确定 施工 计画 、 水准 及 程序 2 . 转达 施工 要领 ， 矫正 不良 施工 ， 并 协助 解释 施工 规范 问题 3 . 对 行政 机关 办理 相关 勘验 及计画 资料 整理 4 . 整理 完工后 之 相关 资料 并且 建档 备查 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 土木工程 相关 、 景观设计 相关 、 建筑 相关 语文 条件 ： 不拘 擅长 工具 ： Excel 、 Word 、 AutoCAD 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 重型 机车 、 普通 小型车 其他 条件 ： 可 配合 公司 调配,4
247,1 . 文件 收发 档案管理 、 一般 文书 资料 处理 、 报表 制作 工作 。 2 . 维护 、 更新 、 管理 各类 文件 档案 。 3 . 协助 办理 业主 请款 、 厂商 请款 计价 作业 。 4 . 依据 材料 类别 或 承包商 类别 分项 制作 询价 标单 。 5 . 其他 主管 交办 事项 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 以上 科系 要求 ： 土木工程 相关 、 建筑 相关 、 景观设计 相关 语文 条件 ： 不拘 擅长 工具 ： Excel 、 PowerPoint 、 Word 、 AutoCAD 工作 技能 ： 文件 收发 与 档案管理 、 行政 事务处理 、 工地 行政 相关 报表 制作 具备 驾照 ： 轻型机车 、 普通 重型 机车 、 普通 小型车 其他 条件 ： 具备 公共 工程 品管 工程师 、 乙级 劳工 安全卫生 管理 技术 士 证照 优先 绿取 。,4
248,原料药 生产 制程 操作 ， 如 ： 领料 、 投料 反应 、 过 泸 、 蒸馏 、 离心 、 干燥 … 等 相关 作业 及 记录 ； 无 经验 可   ( 附 自传 ) 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,4
249,工作 内容 1 . 电控 设计 _ 机台 电控 硬体 及 程式设计 2 . 设备 试机 _ 厂内 生产 设备 机 测试 3 . 装机 及售服 _ 于 客户端 设备 执行 安装 、 保固 内 / 外 设备 问题 处理 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 电机 电子 工程 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 普通 重型 机车 其他 条件 ： 具 PLC 程式 或 PC 程式设计 经验 者 佳 ， 无 经验 者 亦可 。 职能 特质   :   1 . 团队精神 2 . 应变 反应 3 . 主动 积极,4
250,现场 作业   需 配合 加班 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,4
251,1 . 生产 设备 机台 操作 . 2 . 机台 保养 及 基本 异常 排除 . 3 . 清理 生产 设备 及 工作 区 . 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 机械工程 相关 、 化学工程 相关 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,4
252,1 . 图面 制作 及 管理 。 2 . 模治具 设计 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 科系 要求 ： 机械工程 相关 、 工业 设计 相关 语文 条件 ： 不拘 擅长 工具 ： AutoCAD 、 SolidWorks 工作 技能 ： 不拘 具备 驾照 ： 普通 小型车 其他 条件 ： 无 经验 可须 会 开车,4
253,1 . 使用 Revit 建构 建筑 模型 2 . 使用 Revit 建立 模组 资料库 3 . 对 建筑 施工图 有 初步 了解 4 . 有 建筑 专案 基础 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 土木工程 相关 、 建筑 相关 语文 条件 ： 不拘 擅长 工具 ： Excel 、 PowerPoint 、 Word 、 AutoCAD 、 Revit 工作 技能 ： 不拘 具备 驾照 ： 普通 重型 机车 、 普通 小型车 其他 条件 ： 未填写,4
254,"我们 找寻 室内设计 专业 学校 毕业 .   对 设计 充满热情 且 能够 为了 进步 与 成长 付出 的 伙伴   面对 进入 人工智慧 的 未来 ISD 更 致力 发展 设计 + 智能 整合 的 全新 概念   设计 的 能量 无远弗届 ISD 相信 不管 未来 科技 发展 多 进步 ， 人 不管 在 工作 或 生活 永远 需要 「 空间 」 需要 「 壳 」   新 的 设计 新 的 未来 需要 新 的 伙伴   期待 有 梦想 有 理想 的 你 加入 ! ! 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 、 硕士 科系 要求 ： 室内 艺术 相关 、 美术 工艺 相关 、 艺术 商业 设计 语文 条件 ： 台语   - -   中等 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 其他 条件 ： 请 详阅 职务 说明 及 条件   在 设计 的 领域 里 我们 不断 精益 求新 公司 案例 遍及 台湾 与 大陆 各省 为了 设计 我们 可以 废寝忘食 为了 设计 我们 可以 不惜成本 虽然 我们 是 名不见经传 的 小 团队 但 多年 来 我们 确实 执行 过 诸多 颇具 挑战 与 创意 的 设计 案   面对 未来 我们 需要 更多 新血 加入 欢迎 也 期待 对 设计 怀抱 理想 的 你 加入 ! !     * * * * * * * * * * * * * * * * 实际 业务 工作 为 :   初期 配合 设计师 完成 相关 设计 及 施工图 制作 工地 支援 其他 行政事务 支援   学习 成长 后 一同 设计 创作 的 设计 伙伴 ..   室内设计 相关 科系 毕业 无 经验 可 .   非 相关 科系 者 * * * * * * * * * * * * * * 请勿 投递   薪资 待遇 採 .. 0 . 准备期 1 . 试用期 2 . 磨合期 3 . 学习 期 4 . 成长期 5 . 发挥 期 6 . 创造 期 7 . 爆发 期 8 . 稳定期   针对 不同 时期 分期 考核 加薪 且 拨发 奖金   除 试用期 保障 最低 薪资 外 , 其他 时期 之 薪资 依 个人成长 速度 调整 , 惟 超越 学习 期 进入 成长期 后 保障 薪资 ? 至少 3 万 5 ?   每个 周期 时程 之 时间 长短 依 个人努力 付出 且 考核 而定 ..   另外 这个 专业 必须 要 全时 全力 付出 如果 求职者 目前 尚有 其他 学习 计画 无法 全力 投入 请 放弃     请 详阅 职务 说明 及 条件 并 ? 详加 思考 ? 后 再行 投递 履历 ..",4
255,1 . 开发 潜在 客户 ， 拓展 市场 ， 以 达成 业绩 目标 。 2 . 定期 拜访 经销 客户 ， 维系 稳定 客户关系 。 3 . 负责 国内 业务 接洽 及 订单 处理 。 4 . 负责 产品报价 及 产品 展示 ， 并 处理 帐款 回收 相关 事宜 。 P . S .   开发 奖金 / 成交 奖金 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 备有 汽或 机车 ( 具 驾照 ) ， 具 业务 经验 者 尤佳,4
256,"1 . 有 Html5 、 Javascript 、 CSS   开发 经验 2 . 具 Python 及 Web   API 的 开发 经验 3 . 有 React 、 Yui 、 Angular 或 Django   MTV 其中 一种 经验 4 . 能 使用 版本控制 git5 . 足够 读 英文 IT 文件 能力 6 . 一年 以上 工作 条件   加分 条件 -   C# , 、 C++ 、 WindowsService   相关 经验 -   UnitTest   相关 经验 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 资讯 管理 相关 、 资讯 工程 相关 、 其他 数学 及电 算机 科学 相关 语文 条件 ： 英文   - -   听   / 中等 、 说   / 中等 、 读   / 精通 、 写   / 中等 擅长 工具 ： Python 、 HTML 、 JavaScript 工作 技能 ： 网路 程式设计 其他 条件 ： C# ,   C++ ,   WindowsService   相关 经验 UnitTest   相关 经验",4
257,"我们 找寻 室内设计 专业 学校 毕业 . 对 室内设计 施工图 有 专业 的 伙伴 求职者 须 有 完整 施工图 绘制 能力   初期 配合 设计师 完成 相关 设计 及 施工图 制作 工地 支援 其他 行政事务 支援   学习 成长 后 一同 设计 创作 的 设计 伙伴 .. 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 、 大学 、 硕士 科系 要求 ： 室内 艺术 相关 、 美术 工艺 相关 、 艺术 商业 设计 语文 条件 ： 台语   - -   中等 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 其他 条件 ： 薪资 待遇 採 ..   1 . 试用期 2 . 磨合期 3 . 学习 期 4 . 成长期 5 . 发挥 期 6 . 创造 期 7 . 爆发 期 8 . 稳定期   针对 不同 时期 分期 考核 加薪 且 拨发 奖金   除 试用期 保障 最低 薪资 外 , 其他 时期 之 薪资 依 个人成长 速度 调整 ,     每个 周期 时程 之 时间 长短 依 个人努力 付出 且 考核 而定 ..",4
258,1 .   负责 软体 之 设计 以及 程式 撰写 。   2 .   规划 执行 软体 架构 及 模组 之 设计 ， 并 控管 软体 设计 进度 。 3 .   具 C# / PHP / ASP . NET / . NET 相关 专案 程式设计 实务 专案 经验 者 。   4 .   具 RS232 / RS485 等 通讯 传输 开发 整合 能力 。 5 .   熟悉 SQL   Server 资料库 应用 开发 ， 具备 一定 的 基础 为佳 。   6 .   具 iOS   APP   开发 、 维护 、 上架 、 效能 优化 及 问题 修正 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 软体 程式设计 、 资料库 系统管理 维护 其他 条件 ： -   一年 以上   C# / PHP / ASP . NET / . NET   coding 经验 者 为 佳 。   -   对 程式 开发 及 软体 工程 具有 热情 ， 愿意 尝试 新 技术 及 架构 者 。   -   工作 态度 积极 ， 具 快速 学习 能力 ， 擅长 组织 沟通 技巧 。   -   愿意 以 负责 任 的 态度 ， 对 工作 及 所 产出 之 程式 进行 品质 管理 。   -   可 独立 或 与 团队 成员 合作 ， 并 具备 良好 的 沟通 与 倾听 技巧 。,4
259,"1 . 有 Html5 、 Javascript 、 CSS   开发 经验 2 . 具 Python 及 Web   API 的 开发 经验 3 . 有 React 、 Yui 、 Angular 或 Django   MTV 其中 一种 经验 4 . 能 使用 版本控制 git5 . 足够 读 英文 IT 文件 能力 6 . 一年 以上 工作 条件   加分 条件 -   C# , 、 C++ 、 WindowsService   相关 经验 -   UnitTest   相关 经验 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 资讯 管理 相关 、 资讯 工程 相关 、 其他 数学 及电 算机 科学 相关 语文 条件 ： 英文   - -   听   / 中等 、 说   / 中等 、 读   / 精通 、 写   / 中等 擅长 工具 ： Python 、 HTML 、 JavaScript 工作 技能 ： 网路 程式设计 其他 条件 ： C# ,   C++ ,   WindowsService   相关 经验 UnitTest   相关 经验",4
260,1 . 从事 各种 结构 及 建筑物 如 办公大楼 、 公寓 、 工厂 等 结构 保送 工作 。 2 . 在 高处 ， 从事 构建 、 保养 及 修理 工作 。 3 . 在 建筑工地 ， 架设 金属 或 木制 鹰架 。 接受 身份 ： 上班族 、 应届 毕业生 、 研发 替代 役 工作 、 外籍人士 、 原住民 【 相关 法令 】 、 二度 就业 工作 经历 ： 不拘 学历 要求 ： 高中 以下 、 高中 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 普通 小型车 其他 条件 ： 未填写,4
261,1 . 资讯 设备 维护 . 2 . 已备 MCSE 或 其余 证照 者 佳 . 接受 身份 ： 上班族 、 应届 毕业生 、 夜间 就读 中 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 、 硕士 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 伺服器 网站 管理 维护 、 电脑设备 装配 、 规划 与 管理 入侵 防护系统 （ IPS ） 、 规划 与 管理 防火墙 、 网页 软体 操作 、 网页 语法 撰写 具备 驾照 ： 轻型机车 、 普通 重型 机车 、 普通 小型车 其他 条件 ： 对 工作 有 热忱 、 需有 团队精神 、 善于 沟通,4
262,1 . 厂内 各 机械设备 之 维修 与 二级 、 三级 保养 作业 2 . 维护 各种 机具 、 电机 设备 （ 如 ： 消防系统 、 厂商 电梯 保养 ） 正常 运作 3 . 各 外来 厂商 来厂 维修 之 所有 事项 协助 与 管控 4 . 厂内 工务 维修 5 . 厂内 水电工程 规划 ， 如 电器 线路 、 给 / 排水 配管 、 空调 等 6 . 主管 交办 事项 接受 身份 ： 上班族 、 应届 毕业生 、 原住民 【 相关 法令 】 工作 经历 ： 不拘 学历 要求 ： 专科 、 大学 科系 要求 ： 电机 电子 工程 相关 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 负责 空调 和 机电设备 系统 异常 处理 其他 条件 ： 1 . 具 电机 相关 证照 及 防火 管理 人 证照 尤佳 2 . 具 责任感 、 认真 、 学习态度 佳,4
263,1 .   分离式 ＆ 窗型   冷气 安装 2 .   RA 、 RAS 、 RP 、 RCU   保养 维修 3 .   RP 水电 配管 接受 身份 ： 上班族 、 应届 毕业生 、 二度 就业 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 、 硕士 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 依照 专业 能力 叙薪 有 证照 尤佳 ( 证照 非必要 ),4
264,短期 电脑 装机 工程师 专案 期间 ： 107 / 12 ~ 108 / 06   工作 内容 及 条件 需求 ： 1 .   配合 短期 专案 到场 安装 电脑 。 2 .   配合 主管 安排 及 指派 任务 。 3 .   记录 及 填写 相关 签单 。 4 .   工作 地址 ： 信义 区 、 松山区 、 中 山区 。 5 .   相关 经历 一年 以上 。   薪资 条件 ： 1 .   短期 约聘 人员 。 2 .   薪资 含 劳保 、 健保 、 劳退 金 提拨 。 接受 身份 ： 上班族 、 应届 毕业生 、 夜间 就读 中 工作 经历 ： 不拘 学历 要求 ： 不拘 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,4
265,电脑 维修 培训 学员   ( 办公室 于 中 山区 ) ( 本科 系无 经验 可 接受 公司 长期 培训 亦可 )   职务 内容 ： 1 .   接获 客户 通报 视 需求 到场 进行 电脑 相关 检测 、 维修 等 。 2 .   配合 专案 及 销售 到场 安装 电脑 、 网路 、 资讯 相关 设备 。 3 .   接受 公司 主管 任务 指派 。 4 .   具有 机车 驾照 。 5 .   需 拥有 机车车辆 一部 。 6 .   办公室 地址 ： 中 山区 林森北路 50 号 5 楼   薪资 条件 ： 1 .   正职 人员 。 2 .   薪质 24000 起薪 、 试用期 三个 月 ， 试用期 通过 另行 加薪 。 3 .   薪资 含 劳保 、 健保 、 劳退 金 提拨 。 4 .   生日 、 端午 、 中秋 、 年终 等 奖金 ， 未满 一年 依 比率 配发 。 5 .   含 公司 团体 保险 。   需求 对象 ： 1 .   对 资讯 维护 有 兴趣 2 .   对 客户服务 有 热忱 3 .   对 责任 压力 能 承受 4 .   对 解决问题 有 挑战 接受 身份 ： 上班族 、 应届 毕业生 、 夜间 就读 中 工作 经历 ： 不拘 学历 要求 ： 专科 、 大学 科系 要求 ： 资讯 工程 相关 、 资讯 管理 相关 语文 条件 ： 不拘 擅长 工具 ： Windows   7 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 重型 机车 其他 条件 ： 未填写,4
266,主要 负责 1 . 工地 现场 协调 、 丈量 2 . 制单 3 . 安装 、 维修 、 故障 排除 、 售后服务   本 公司 为 一 拥有 生产 制造 工厂 及 销售 门市 之门 业 公司 ， 让 您 拥有 一条龙 式 之 销售 后盾 ， 能 完整 呈现 于 客户 。   【 宏品 门 】 诚挚 邀请 您 ， 一同 与 公司 打造 品牌形象 ， 如有 意愿 ， 烦请 您 回覆 邮件 ， 本 公司 再行 安排 通知 面试 ， 谢谢 ！ 真挚 期待 您 能 与 我们 一同 共事 ！ 接受 身份 ： 上班族 、 应届 毕业生 、 原住民 【 相关 法令 】 、 二度 就业 工作 经历 ： 不拘 学历 要求 ： 不拘 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 小型车 其他 条件 ： 1 . 有心 向上 、 肯 学习 年青 干部   2 . 享劳健保 . 不定期 聚餐 . 福利 全 . 3 . 将 工作 视为 生涯规划 的 一部分 而 不 只是 一个 工作 而已 . 4 . 反应 快 、 有 耐心 、 有 毅力 、 抗压性 佳 、 有 团队精神 ， 能 认同 公司 5 . 工作进度 控制 、 工作 品质 确保 6 . 交办 事项 ， 能够 主动 完成 7 . 欢迎 有 上进心 、 无 相关 经验 ， 加入 我们 的 欢乐 大家庭 ， 并 创造 自己 的 人生 新 目标,4
267,"1 . 协助 真空设备 操作 2 . 协助 制程 设备 开发 3 . 协助 真空 系统 规划 4 . 真空设备 服务 维修 接受 身份 ： 上班族 、 应届 毕业生 、 原住民 【 相关 法令 】 、 二度 就业 工作 经历 ： 不拘 学历 要求 ： 专科 、 大学 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 台语   - -   精通 擅长 工具 ： Adobe   Acrobat 、 Excel 、 Internet   Explorer 、 Outlook 、 PowerPoint 、 Word 工作 技能 ： 不拘 具备 驾照 ： 普通 重型 机车 、 普通 小型车 其他 条件 ： 欢迎 应届 毕业生 及 愿意 学习 真空 领域 的 人才 加入 对 工作 有 企图心 . 认真负责 . 愿意 跟 公司 一起 成长 会 使用 AutoCAD , SOLIDWORKS 优先",4
268,外勤 电脑 维护 工程师     ( 办公室 于 中 山区 )   职务 内容 ： 1 .   接获 客户 通报 视 需求 到场 进行 电脑 相关 检测 、 维修 等 。 2 .   配合 专案 及 销售 到场 安装 电脑 、 网路 、 资讯 相关 设备 。 3 .   接受 公司 主管 任务 指派 。 4 .   具有 机车 驾照 及 汽车 驾照 。 5 .   需 拥有 机车车辆 一部 。 6 .   资讯 相关 经验 一年 以上 。   薪资 条件 ： 1 .   正职 人员 。 2 .   薪资 面议 。 3 .   薪资 含 劳保 、 健保 、 劳退 金 提拨 。 4 .   生日 、 端午 、 中秋 、 年终 等 奖金 ， 未满 一年 依 比率 配发 。 5 .   含 公司 团体 保险 。   需求 对象 ： 1 .   对 资讯 维护 有 兴趣 2 .   对 客户服务 要 热忱 3 .   对 学习 新知 肯 学习 4 .   对 成长 学习 有 目标 5 .   对 责任 压力 能 承受 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 资讯 工程 相关 、 资讯 管理 相关 语文 条件 ： 不拘 擅长 工具 ： Windows   7 、 Excel 、 Outlook 、 Word 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 重型 机车 、 普通 小型车 其他 条件 ： 未填写,4
269,资讯 工程师 工作 内容 :   1 .   系统 程式 维护 / 网页 开发 / 资料库 管理                                   2 .   网路系统 / 电脑系统 / 终端设备 规划 建置 及 设备 维护   程控 工程师 工作 内容 :   程控 系统 及 电脑 网路 设备 维护 改善 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 、 硕士 科系 要求 ： 通信 学类 、 资讯 管理 相关 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,4
270,"大学 以上 电机 、 电子 及 自动控制 相关 科系 日间部 毕业 。     "" 1 . 多益 成绩 450 分 ( 含 ) 以上 或具 相关 能力 证明 者 ( 托福 、 雅思 、 全民 英检等 ) 。 2 . 三年 ( 含 ) 以上 自动化 相关 产业 工作 经验 。 3 . 具备 PLC 控制 程式 编写 ( 西门子 S7 或 PCS7 ) 、 Intouch 或 Win   cc 人机 介面 应用软体 编写 。 4 . 有 钢厂 PLC 控制 / 人机 介面 实务 一年 以上 经验 优先 考虑 。 5 . 将 参考 起薪 标准 ， 依 工作 经验 相关性 核定 职位 与 薪资 ， 并于 录取 通知 前 告知 。 职务 说明 : 1 . 参与 钢厂 生产 制程 各 L1 控制 、 操作 、 连锁 及 通讯 介面 之 开发 、 软体 版控 、 现场 测试 、 控制参数 调试 、 上线 及 协助 运维 。 2 . 配合 业务 功能 进行 操作 画面 及 通讯 介面 增 修订 及 调整 。 3 . 新 功能 需求 之 分析 、 设计 及 测试 验证 。 ""   工作 地点 : 越南 河静 截止 时间   01 / 06 意者 请 至 台塑 企业 人才 招募 网站 www . fpg . com . tw 登录 履历 ， 合者 约试 ， 不合 者 恕 不 通知 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 资讯 工程 相关 、 资讯 管理 相关 、 电机 电子 工程 相关 语文 条件 ： 不拘 擅长 工具 ： Windows   7 、 Windows   8 、 C# 、 C++ 、 Java 、 MS   SQL 、 Adobe   Acrobat 、 Excel 、 Internet   Explorer 、 Outlook 、 PowerPoint 、 Word 工作 技能 ： 不拘 其他 条件 ： 1 . 可 配合 出差 越南 。 2 . 抗压性 强 、 工作 态度 积极 有 热忱 。 3 . 三年 ( 含 ) 以上 IT 产业 工作 经验 ， 具备 C# / C++ / JAVA / JAVA   EE 专案 开发 及 SQL / Oracle 资料库 使用 及 调校 经验 。 4 . 具 系统 设计 、 程式 撰写 、 测试 与 修改 能力 。 5 . 有 钢厂 程控 电脑 或 高阶 控制 实务 一年 以上 经验 优先 考虑 。 6 . 将 参考 起薪 标准 ， 依 工作 经验 相关性 核定 职位 与 薪资 ， 并于 录取 通知 前 告知 。 7 . 意者 请 至 台塑 关系 企业 人才 招募 网页 www . fpg . com . tw 登录 履历 合者 约试 ， 不合 者 恕 不 通知 。",4
271,1 、 设备 定期 点检 2 、 设备 操作 及 维修 3 、 监工 及 交办 事项 ※ 工作 待遇 为 无 经验 者 起薪 ， 有 相关 经验 者 另计 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 光电 工程 相关 、 电机 电子 工程 相关 、 机械工程 相关 语文 条件 ： 台语   - -   中等 擅长 工具 ： Excel 、 PowerPoint 、 Word 工作 技能 ： 电工 图 识图 与 绘图 、 工程图 识图 与 绘图 、 结构 工程 识图 与 绘图 具备 驾照 ： 普通 小型车 其他 条件 ： 熟悉 电力系统 为佳,4
272,1 、 设备 定期 点检 2 、 设备 操作 及 维修 3 、 监工 及 交办 事项 ※ 工作 待遇 为 无 经验 者 起薪 ， 有 相关 经验 者 另计 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 、 专科 、 大学 科系 要求 ： 光电 工程 相关 、 电机 电子 工程 相关 、 机械工程 相关 语文 条件 ： 台语   - -   中等 擅长 工具 ： Excel 、 PowerPoint 、 Word 工作 技能 ： 电工 图 识图 与 绘图 、 工程图 识图 与 绘图 、 结构 工程 识图 与 绘图 具备 驾照 ： 普通 小型车 其他 条件 ： 熟悉 电力系统 为佳,4
273,工作 内容 ： 1 .   网路 设备 安装 、 设定 、 网路 架构 规划 及 电脑系统 安装 、 设定 、 架构 规划 。 2 .   网路 、 资讯 设备 及 週边 设备 检测 。 3 . 客户端 网路 、 资安 设备 相关 问题 协助 与 故障 排除 及 各项 相关 技术 文件 制作 。 4 . 其他 交办 事项   。 欢迎 社会 新鲜 人 加入 ， 具 相关 行业   1 ~ 2   年 经验 者 佳 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 资讯 管理 相关 、 资讯 工程 相关 、 电机 电子 工程 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 中等 、 写   / 中等 擅长 工具 ： Windows   7 、 Windows   Server   2008 、 Windows   Server   2012 、 Vmware 、 Ethernet 、 Firewall 、 LAN 、 TCP / IP 、 VLAN 、 WAN 工作 技能 ： 伺服器 网站 管理 维护 、 作业系统 基本操作 、 电脑设备 装配 、 资讯 设备 操作 检修 、 资讯 设备 环境 设定 、 系统 架构 规划 与 维护 、 安装 与 维护 网路 安全 系统 、 规划 与 管理 防火墙 、 设计 网路 安全 系统 、 网路系统 危机 管理 、 网路系统 配置 、 网路 架设 佈 线 、 网路 规划 管理 、 网路 设备 设定 安装 、 文书处理 软体 操作 、 流程图 软体 操作 、 电子 试算表 软体 操作 、 简报 软体 操作 具备 证照 ： MCSE 、 CCNA 具备 驾照 ： 普通 重型 机车 、 普通 小型车 其他 条件 ： 1 .   大专 以上 电子 、 资讯 相关 科系 毕 ， 积极 、 热情 、 上进 。 2 .   懂 网路 ， 具 网路 CCNA 或 MCSE 等 相关 证照 佳 。 3 .   可 配合 加班 。 4 .   有 主机 网路 、 系统维护 、 专案 建置 经验 者 佳 。 5 .   欢迎 社会 新鲜 人 加入 ， 需有 高度 主动 学习 意愿 。 6 . 需 自备 笔记型电脑 。,4
274,1.2 D / 3D 机构 图面 拆图 / 标 尺寸 。   2 . 协助 机械 机构 拆图 、 试机 、 并 检讨 、 机构 修改 。   3 . 专案 管理 。   4 . 主管 交办 事项 。   5 . 需 1 年 以上 经验 6 . 需 短期 国外 出差 安装 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： AutoCAD 、 AutoCad   2D 、 AutoCad   3D 、 SolidWorks 、 Solid   Edge 工作 技能 ： 不拘 具备 驾照 ： 轻型机车 、 普通 小型车 其他 条件 ： 未填写,4
